epc,found,sku,item_name,color,size,checked_at_iso
F0A0B30E4F9C30100001254C,not_found,C125212341103,EDEN ONE-BUTTON JACKET,WHITE,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9BBA800001356A,found,C125214020203,KARINA CROP TANK,BLUE,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9BC0C000001368,found,C125215311142,EVE PENCIL SKIRT,WHITE,42,2026-06-07T21:15:45.555693Z
F0A0B30E4F9BC0F0000123F9,found,C12521721E240,NOA BODYSUIT,BRONZE,40,2026-06-07T21:15:45.555693Z
F0A0B30E4F9BC1400000227B,not_found,C125217224642,LIANY ROMPER,KHAKI,42,2026-06-07T21:15:45.555693Z
F0A0B30E4F9BC2D000012566,found,C125218067236,EMORY LEGGING,ARMY,36,2026-06-07T21:15:45.555693Z
F0A0B30E4F9B8CF000013EC8,not_found,C125311090702,ADALYN SEQUIN DRESS,BLACK,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C27F000012758,not_found,C125419150703,ZURI KNIT CAMI TOP,BLACK,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C27F00001275B,found,C125419150703,ZURI KNIT CAMI TOP,BLACK,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C27A0000020EE,found,C125419150801,ZURI KNIT CAMI TOP,PINK,S,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C27D0000020F9,found,C125419150802,ZURI KNIT CAMI TOP,PINK,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C27D0000020FB,found,C125419150802,ZURI KNIT CAMI TOP,PINK,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C28100000210E,found,C125419150803,ZURI KNIT CAMI TOP,PINK,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C28100000210F,found,C125419150803,ZURI KNIT CAMI TOP,PINK,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C281000002111,found,C125419150803,ZURI KNIT CAMI TOP,PINK,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C281000002113,not_found,C125419150803,ZURI KNIT CAMI TOP,PINK,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C2860000020DB,found,C125419160703,ZURI KNIT BOTTOM,BLACK,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C28A000002106,found,C125419160803,ZURI KNIT BOTTOM,PINK,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C4F8000002150,found,C125419211101,BIKINI TOP SET B,WHITE,S,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C4FB000002168,found,C125419211102,BIKINI TOP SET B,WHITE,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C4FE000002177,not_found,C125419211103,BIKINI TOP SET B,WHITE,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C4FE000002178,found,C125419211103,BIKINI TOP SET B,WHITE,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9BB4900000068B,found,C125811070701,BLAIRE SHOULDER DRESS,BLACK,S,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C16F000012D45,found,C125916056136,GLOW SHOES,GREEN NEON,36,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C1790000134CC,found,C125916056138,GLOW SHOES,GREEN NEON,38,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C1520000022FA,found,C125916081139,ICE SHOES,WHITE,39,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C1580000020BF,not_found,C12591608E640,ICE SHOES,BLUSH,40,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C15A00001450B,found,C126016100736,DIAMOND HEELS,BLACK,36,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C15F000001D9C,found,C126016110737,SKIN HEELS,BLACK,37,2026-06-07T21:15:45.555693Z
F0A0B30E4F9B8F80000E07E9,found,C126319515711,NECKLACE B,GOLDEN,11,2026-06-07T21:15:45.555693Z
F0A0B30E4F9B8F90000D2F16,found,C126319525711,NECKLACE C,GOLDEN,11,2026-06-07T21:15:45.555693Z
F0A0B30E4F9B8FC000012B8D,found,C126319555711,NECKLACE F,GOLDEN,11,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C1BC0000C7ED1,found,C216316260441,JOHNNY SNEAKERS,GREY,41,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C218000014636,found,C216316351144,SHOES AK,WHITE,44,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C21D00000077A,found,C216316371144,OFF SNEAKERS,WHITE,44,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C2480000006AC,not_found,C217016330141,SUMMER FLIP FLOPS,RED,41,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C25C0000129E1,found,C217016330737,SUMMER FLIP FLOPS,BLACK,37,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C2400000012E1,found,C217016330739,SUMMER FLIP FLOPS,BLACK,39,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C25B00001312F,found,C217016331137,SUMMER FLIP FLOPS,WHITE,37,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C25F0000005DA,found,C217016331138,SUMMER FLIP FLOPS,WHITE,38,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C25F00001312A,found,C217016331138,SUMMER FLIP FLOPS,WHITE,38,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C23F0000012F0,found,C217016331139,SUMMER FLIP FLOPS,WHITE,39,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C243000013BDF,found,C217016331140,SUMMER FLIP FLOPS,WHITE,40,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C2460000129D2,found,C217016331141,SUMMER FLIP FLOPS,WHITE,41,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C24D0000129DD,found,C217016331143,SUMMER FLIP FLOPS,WHITE,43,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C251000001D8E,found,C217016331144,SUMMER FLIP FLOPS,WHITE,44,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C2510000129DC,found,C217016331144,SUMMER FLIP FLOPS,WHITE,44,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C24200000063E,found,C217016334839,SUMMER FLIP FLOPS,STONE,39,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C24900001312D,found,C217016334841,SUMMER FLIP FLOPS,STONE,41,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C0EE000012E0B,found,C319919350711,PHONE HOLDER,,,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C0EE000012E2B,found,C319919350711,PHONE HOLDER,,,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C0EE000012E55,found,C319919350711,PHONE HOLDER,,,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C0EE000012E65,found,C319919350711,PHONE HOLDER,,,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C0EE000012EBC,found,C319919350711,PHONE HOLDER,,,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C0EE000012F28,found,C319919350711,PHONE HOLDER,,,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C0ED000013103,not_found,C319919450711,ADJUSTABLE FACE MASK,,,2026-06-07T21:15:45.555693Z
