product_title,product_handle,variant,sku,price,product_total_units,variants_total,variants_at_zero,pct_variants_dead,admin_url
"City View T-Shirt","city-view-t-shirt","BLACK / M","C111214190702",39.00,4,15,12,80,"https://admin.shopify.com/store/30e7d3/products?query=city-view-t-shirt"
"City View T-Shirt","city-view-t-shirt","BLACK / L","C111214190703",39.00,4,15,12,80,"https://admin.shopify.com/store/30e7d3/products?query=city-view-t-shirt"
"City View T-Shirt","city-view-t-shirt","BLACK / XL","C111214190704",39.00,4,15,12,80,"https://admin.shopify.com/store/30e7d3/products?query=city-view-t-shirt"
"City View T-Shirt","city-view-t-shirt","BLACK / XXL","C111214190705",39.00,4,15,12,80,"https://admin.shopify.com/store/30e7d3/products?query=city-view-t-shirt"
"Different T-Shirt","different-t-shirt","MINK / S","C11121414B401",42.00,21,15,12,80,"https://admin.shopify.com/store/30e7d3/products?query=different-t-shirt"
"Different T-Shirt","different-t-shirt","MINK / M","C11121414B402",42.00,21,15,12,80,"https://admin.shopify.com/store/30e7d3/products?query=different-t-shirt"
"Different T-Shirt","different-t-shirt","MINK / XXL","C11121414B405",42.00,21,15,12,80,"https://admin.shopify.com/store/30e7d3/products?query=different-t-shirt"
"Different T-Shirt","different-t-shirt","WHITE / S","C111214141101",42.00,21,15,12,80,"https://admin.shopify.com/store/30e7d3/products?query=different-t-shirt"
"Different T-Shirt","different-t-shirt","WHITE / M","C111214141102",42.00,21,15,12,80,"https://admin.shopify.com/store/30e7d3/products?query=different-t-shirt"
"Different T-Shirt","different-t-shirt","WHITE / L","C111214141103",42.00,21,15,12,80,"https://admin.shopify.com/store/30e7d3/products?query=different-t-shirt"
"Different T-Shirt","different-t-shirt","WHITE / XXL","C111214141105",42.00,21,15,12,80,"https://admin.shopify.com/store/30e7d3/products?query=different-t-shirt"
"Different T-Shirt","different-t-shirt","BLACK / S","C111214140701",42.00,21,15,12,80,"https://admin.shopify.com/store/30e7d3/products?query=different-t-shirt"
"Different T-Shirt","different-t-shirt","BLACK / M","C111214140702",42.00,21,15,12,80,"https://admin.shopify.com/store/30e7d3/products?query=different-t-shirt"
"Different T-Shirt","different-t-shirt","BLACK / L","C111214140703",42.00,21,15,12,80,"https://admin.shopify.com/store/30e7d3/products?query=different-t-shirt"
"Different T-Shirt","different-t-shirt","BLACK / XL","C111214140704",42.00,21,15,12,80,"https://admin.shopify.com/store/30e7d3/products?query=different-t-shirt"
"Different T-Shirt","different-t-shirt","BLACK / XXL","C111214140705",42.00,21,15,12,80,"https://admin.shopify.com/store/30e7d3/products?query=different-t-shirt"
"Heal The World T-Shirt","heal-the-world-t-shirt","LILAC / S","C11121407B301",40.00,15,15,12,80,"https://admin.shopify.com/store/30e7d3/products?query=heal-the-world-t-shirt"
"Heal The World T-Shirt","heal-the-world-t-shirt","LILAC / M","C11121407B302",40.00,15,15,12,80,"https://admin.shopify.com/store/30e7d3/products?query=heal-the-world-t-shirt"
"Heal The World T-Shirt","heal-the-world-t-shirt","BLACK / S","C111214070701",40.00,15,15,12,80,"https://admin.shopify.com/store/30e7d3/products?query=heal-the-world-t-shirt"
"Heal The World T-Shirt","heal-the-world-t-shirt","BLACK / M","C111214070702",40.00,15,15,12,80,"https://admin.shopify.com/store/30e7d3/products?query=heal-the-world-t-shirt"
"Heal The World T-Shirt","heal-the-world-t-shirt","BLACK / L","C111214070703",40.00,15,15,12,80,"https://admin.shopify.com/store/30e7d3/products?query=heal-the-world-t-shirt"
"Heal The World T-Shirt","heal-the-world-t-shirt","BLACK / XL","C111214070704",40.00,15,15,12,80,"https://admin.shopify.com/store/30e7d3/products?query=heal-the-world-t-shirt"
"Heal The World T-Shirt","heal-the-world-t-shirt","BLACK / XXL","C111214070705",40.00,15,15,12,80,"https://admin.shopify.com/store/30e7d3/products?query=heal-the-world-t-shirt"
"Heal The World T-Shirt","heal-the-world-t-shirt","BLUE / S","C111214070201",40.00,15,15,12,80,"https://admin.shopify.com/store/30e7d3/products?query=heal-the-world-t-shirt"
"Heal The World T-Shirt","heal-the-world-t-shirt","BLUE / M","C111214070202",40.00,15,15,12,80,"https://admin.shopify.com/store/30e7d3/products?query=heal-the-world-t-shirt"
"Heal The World T-Shirt","heal-the-world-t-shirt","BLUE / L","C111214070203",40.00,15,15,12,80,"https://admin.shopify.com/store/30e7d3/products?query=heal-the-world-t-shirt"
"Heal The World T-Shirt","heal-the-world-t-shirt","BLUE / XL","C111214070204",40.00,15,15,12,80,"https://admin.shopify.com/store/30e7d3/products?query=heal-the-world-t-shirt"
"Heal The World T-Shirt","heal-the-world-t-shirt","BLUE / XXL","C111214070205",40.00,15,15,12,80,"https://admin.shopify.com/store/30e7d3/products?query=heal-the-world-t-shirt"
"Choose Your Future T-Shirt","choose-your-future-t-shirt","WHITE / S","C111214411101",44.00,7,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=choose-your-future-t-shirt"
"Choose Your Future T-Shirt","choose-your-future-t-shirt","WHITE / M","C111214411102",44.00,7,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=choose-your-future-t-shirt"
"Choose Your Future T-Shirt","choose-your-future-t-shirt","WHITE / L","C111214411103",44.00,7,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=choose-your-future-t-shirt"
"Choose Your Future T-Shirt","choose-your-future-t-shirt","BLACK / S","C111214410701",44.00,7,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=choose-your-future-t-shirt"
"Choose Your Future T-Shirt","choose-your-future-t-shirt","BLACK / M","C111214410702",44.00,7,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=choose-your-future-t-shirt"
"Choose Your Future T-Shirt","choose-your-future-t-shirt","BLACK / L","C111214410703",44.00,7,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=choose-your-future-t-shirt"
"Choose Your Future T-Shirt","choose-your-future-t-shirt","BLACK / XL","C111214410704",44.00,7,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=choose-your-future-t-shirt"
"Choose Your Future T-Shirt","choose-your-future-t-shirt","BLACK / XXL","C111214410705",44.00,7,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=choose-your-future-t-shirt"
"Don't Touch Me T-Shirt","don-t-touch-me-t-shirt","WHITE / S","C111214171101",47.00,6,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=don-t-touch-me-t-shirt"
"Don't Touch Me T-Shirt","don-t-touch-me-t-shirt","WHITE / M","C111214171102",47.00,6,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=don-t-touch-me-t-shirt"
"Don't Touch Me T-Shirt","don-t-touch-me-t-shirt","WHITE / L","C111214171103",47.00,6,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=don-t-touch-me-t-shirt"
"Don't Touch Me T-Shirt","don-t-touch-me-t-shirt","BLACK / S","C111214170701",47.00,6,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=don-t-touch-me-t-shirt"
"Don't Touch Me T-Shirt","don-t-touch-me-t-shirt","BLACK / M","C111214170702",47.00,6,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=don-t-touch-me-t-shirt"
"Don't Touch Me T-Shirt","don-t-touch-me-t-shirt","BLACK / L","C111214170703",47.00,6,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=don-t-touch-me-t-shirt"
"Don't Touch Me T-Shirt","don-t-touch-me-t-shirt","BLACK / XL","C111214170704",47.00,6,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=don-t-touch-me-t-shirt"
"Don't Touch Me T-Shirt","don-t-touch-me-t-shirt","BLACK / XXL","C111214170705",47.00,6,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=don-t-touch-me-t-shirt"
"Louie Shorts Set","louie-shorts-set","LIGHT BLUE / M","112333209M",45.00,9,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=louie-shorts-set"
"Louie Shorts Set","louie-shorts-set","LIGHT BLUE / L","112333209L",45.00,9,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=louie-shorts-set"
"Louie Shorts Set","louie-shorts-set","LIGHT BLUE / XL","112333209XL",45.00,9,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=louie-shorts-set"
"Louie Shorts Set","louie-shorts-set","WHITE / S","112333211S",45.00,9,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=louie-shorts-set"
"Louie Shorts Set","louie-shorts-set","WHITE / M","112333211M",45.00,9,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=louie-shorts-set"
"Louie Shorts Set","louie-shorts-set","WHITE / L","112333211L",45.00,9,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=louie-shorts-set"
"Louie Shorts Set","louie-shorts-set","WHITE / XL","112333211XL",45.00,9,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=louie-shorts-set"
"Louie Shorts Set","louie-shorts-set","WHITE / XXL","112333211XXL",45.00,9,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=louie-shorts-set"
"Mind Power T-Shirt","mind-power-t-shirt","WHITE / S","C111214361101",44.00,23,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=mind-power-t-shirt"
"Mind Power T-Shirt","mind-power-t-shirt","WHITE / M","C111214361102",44.00,23,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=mind-power-t-shirt"
"Mind Power T-Shirt","mind-power-t-shirt","WHITE / L","C111214361103",44.00,23,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=mind-power-t-shirt"
"Mind Power T-Shirt","mind-power-t-shirt","BLACK / S","C111214360701",44.00,23,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=mind-power-t-shirt"
"Mind Power T-Shirt","mind-power-t-shirt","BLACK / M","C111214360702",44.00,23,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=mind-power-t-shirt"
"Mind Power T-Shirt","mind-power-t-shirt","BLACK / L","C111214360703",44.00,23,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=mind-power-t-shirt"
"Mind Power T-Shirt","mind-power-t-shirt","BLACK / XL","C111214360704",44.00,23,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=mind-power-t-shirt"
"Mind Power T-Shirt","mind-power-t-shirt","BLACK / XXL","C111214360705",44.00,23,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=mind-power-t-shirt"
"Painted King T-Shirt","painted-king-t-shirt","WHITE / S","C111214401101",41.00,2,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=painted-king-t-shirt"
"Painted King T-Shirt","painted-king-t-shirt","WHITE / M","C111214401102",41.00,2,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=painted-king-t-shirt"
"Painted King T-Shirt","painted-king-t-shirt","WHITE / L","C111214401103",41.00,2,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=painted-king-t-shirt"
"Painted King T-Shirt","painted-king-t-shirt","BLACK / S","C111214400701",41.00,2,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=painted-king-t-shirt"
"Painted King T-Shirt","painted-king-t-shirt","BLACK / M","C111214400702",41.00,2,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=painted-king-t-shirt"
"Painted King T-Shirt","painted-king-t-shirt","BLACK / L","C111214400703",41.00,2,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=painted-king-t-shirt"
"Painted King T-Shirt","painted-king-t-shirt","BLACK / XL","C111214400704",41.00,2,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=painted-king-t-shirt"
"Painted King T-Shirt","painted-king-t-shirt","BLACK / XXL","C111214400705",41.00,2,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=painted-king-t-shirt"
"Tommy Shorts","tommy-shorts","BLACK / S","112233207S",48.00,5,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=tommy-shorts"
"Tommy Shorts","tommy-shorts","BLACK / M","112233207M",48.00,5,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=tommy-shorts"
"Tommy Shorts","tommy-shorts","BLACK / L","112233207L",48.00,5,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=tommy-shorts"
"Tommy Shorts","tommy-shorts","BLACK / XL","112233207XL",48.00,5,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=tommy-shorts"
"Tommy Shorts","tommy-shorts","WHITE / S","112233211S",48.00,5,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=tommy-shorts"
"Tommy Shorts","tommy-shorts","WHITE / M","112233211M",48.00,5,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=tommy-shorts"
"Tommy Shorts","tommy-shorts","WHITE / L","112233211L",48.00,5,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=tommy-shorts"
"Tommy Shorts","tommy-shorts","WHITE / XXL","112233211XXL",48.00,5,10,8,80,"https://admin.shopify.com/store/30e7d3/products?query=tommy-shorts"
"Miami Shirt","miami-shirt","BLACK / S","112470607S",63.00,1,5,4,80,"https://admin.shopify.com/store/30e7d3/products?query=miami-shirt"
"Miami Shirt","miami-shirt","BLACK / M","112470607M",63.00,1,5,4,80,"https://admin.shopify.com/store/30e7d3/products?query=miami-shirt"
"Miami Shirt","miami-shirt","BLACK / L","112470607L",63.00,1,5,4,80,"https://admin.shopify.com/store/30e7d3/products?query=miami-shirt"
"Miami Shirt","miami-shirt","BLACK / XL","112470607XL",63.00,1,5,4,80,"https://admin.shopify.com/store/30e7d3/products?query=miami-shirt"
"Camel Flush Sneakers","camel-flush-sneakers","CAMEL FLUSH GREY / 40","C216316250440",54.00,3,12,9,75,"https://admin.shopify.com/store/30e7d3/products?query=camel-flush-sneakers"
"Camel Flush Sneakers","camel-flush-sneakers","CAMEL FLUSH GREY / 41","C216316250441",54.00,3,12,9,75,"https://admin.shopify.com/store/30e7d3/products?query=camel-flush-sneakers"
"Camel Flush Sneakers","camel-flush-sneakers","CAMEL FLUSH GREY / 43","C216316250443",54.00,3,12,9,75,"https://admin.shopify.com/store/30e7d3/products?query=camel-flush-sneakers"
"Camel Flush Sneakers","camel-flush-sneakers","CAMEL FLUSH GREY / 45","C216316250445",54.00,3,12,9,75,"https://admin.shopify.com/store/30e7d3/products?query=camel-flush-sneakers"
"Camel Flush Sneakers","camel-flush-sneakers","CAMEL FLUSH WHITE / 41","C216316251141",54.00,3,12,9,75,"https://admin.shopify.com/store/30e7d3/products?query=camel-flush-sneakers"
"Camel Flush Sneakers","camel-flush-sneakers","CAMEL FLUSH WHITE / 42","C216316251142",54.00,3,12,9,75,"https://admin.shopify.com/store/30e7d3/products?query=camel-flush-sneakers"
"Camel Flush Sneakers","camel-flush-sneakers","CAMEL FLUSH WHITE / 43","C216316251143",54.00,3,12,9,75,"https://admin.shopify.com/store/30e7d3/products?query=camel-flush-sneakers"
"Camel Flush Sneakers","camel-flush-sneakers","CAMEL FLUSH WHITE / 44","C216316251144",54.00,3,12,9,75,"https://admin.shopify.com/store/30e7d3/products?query=camel-flush-sneakers"
"Camel Flush Sneakers","camel-flush-sneakers","CAMEL FLUSH WHITE / 45","C216316251145",54.00,3,12,9,75,"https://admin.shopify.com/store/30e7d3/products?query=camel-flush-sneakers"
"Classic Sneakers","classic-sneakers","BLACK / 40","C216316280740",51.00,3,12,9,75,"https://admin.shopify.com/store/30e7d3/products?query=classic-sneakers"
"Classic Sneakers","classic-sneakers","BLACK / 41","C216316280741",51.00,3,12,9,75,"https://admin.shopify.com/store/30e7d3/products?query=classic-sneakers"
"Classic Sneakers","classic-sneakers","BLACK / 42","C216316280742",51.00,3,12,9,75,"https://admin.shopify.com/store/30e7d3/products?query=classic-sneakers"
"Classic Sneakers","classic-sneakers","BLACK / 45","C216316280745",51.00,3,12,9,75,"https://admin.shopify.com/store/30e7d3/products?query=classic-sneakers"
"Classic Sneakers","classic-sneakers","WHITE / 40","C216316281140",51.00,3,12,9,75,"https://admin.shopify.com/store/30e7d3/products?query=classic-sneakers"
"Classic Sneakers","classic-sneakers","WHITE / 41","C216316281141",51.00,3,12,9,75,"https://admin.shopify.com/store/30e7d3/products?query=classic-sneakers"
"Classic Sneakers","classic-sneakers","WHITE / 42","C216316281142",51.00,3,12,9,75,"https://admin.shopify.com/store/30e7d3/products?query=classic-sneakers"
"Classic Sneakers","classic-sneakers","WHITE / 43","C216316281143",51.00,3,12,9,75,"https://admin.shopify.com/store/30e7d3/products?query=classic-sneakers"
"Classic Sneakers","classic-sneakers","WHITE / 44","C216316281144",51.00,3,12,9,75,"https://admin.shopify.com/store/30e7d3/products?query=classic-sneakers"
"Brave And Wild Short Set","brave-and-wild-short-set","BLACK / L","112433607L",50.00,2,8,6,75,"https://admin.shopify.com/store/30e7d3/products?query=brave-and-wild-short-set"
"Brave And Wild Short Set","brave-and-wild-short-set","BLACK / XL","112433607XL",50.00,2,8,6,75,"https://admin.shopify.com/store/30e7d3/products?query=brave-and-wild-short-set"
"Brave And Wild Short Set","brave-and-wild-short-set","WHITE / L","112433611L",50.00,2,8,6,75,"https://admin.shopify.com/store/30e7d3/products?query=brave-and-wild-short-set"
"Brave And Wild Short Set","brave-and-wild-short-set","WHITE / M","112433611M",50.00,2,8,6,75,"https://admin.shopify.com/store/30e7d3/products?query=brave-and-wild-short-set"
"Brave And Wild Short Set","brave-and-wild-short-set","WHITE / S","112433611S",50.00,2,8,6,75,"https://admin.shopify.com/store/30e7d3/products?query=brave-and-wild-short-set"
"Brave And Wild Short Set","brave-and-wild-short-set","WHITE / XL","112433611XL",50.00,2,8,6,75,"https://admin.shopify.com/store/30e7d3/products?query=brave-and-wild-short-set"
"Survive T-Shirt","survive-t-shirt","TEAL / L","1124431B7L",52.00,5,8,6,75,"https://admin.shopify.com/store/30e7d3/products?query=survive-t-shirt"
"Survive T-Shirt","survive-t-shirt","TEAL / XL","1124431B7XL",52.00,5,8,6,75,"https://admin.shopify.com/store/30e7d3/products?query=survive-t-shirt"
"Survive T-Shirt","survive-t-shirt","BLACK / S","112443107S",52.00,5,8,6,75,"https://admin.shopify.com/store/30e7d3/products?query=survive-t-shirt"
"Survive T-Shirt","survive-t-shirt","BLACK / M","112443107M",52.00,5,8,6,75,"https://admin.shopify.com/store/30e7d3/products?query=survive-t-shirt"
"Survive T-Shirt","survive-t-shirt","BLACK / L","112443107L",52.00,5,8,6,75,"https://admin.shopify.com/store/30e7d3/products?query=survive-t-shirt"
"Survive T-Shirt","survive-t-shirt","BLACK / XL","112443107XL",52.00,5,8,6,75,"https://admin.shopify.com/store/30e7d3/products?query=survive-t-shirt"
"Archer Overall","archer-overall","BLACK / S","C111111620701",105.00,1,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=archer-overall"
"Archer Overall","archer-overall","BLACK / M","C111111620702",105.00,1,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=archer-overall"
"Archer Overall","archer-overall","BLACK / L","C111111620703",105.00,1,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=archer-overall"
"Aubri Denim Jacket","aubri-denim-jacket","BLUE WASHED / S","C12171211C201",73.00,2,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=aubri-denim-jacket"
"Aubri Denim Jacket","aubri-denim-jacket","BLUE WASHED / M","C12171211C202",73.00,2,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=aubri-denim-jacket"
"Aubri Denim Jacket","aubri-denim-jacket","BLUE WASHED / L","C12171211C203",73.00,2,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=aubri-denim-jacket"
"Dream Shorts Set","dream-shorts-set","PRINT / S","1124315H4S",51.00,5,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=dream-shorts-set"
"Dream Shorts Set","dream-shorts-set","PRINT / L","1124315H4L",51.00,5,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=dream-shorts-set"
"Dream Shorts Set","dream-shorts-set","PRINT / XL","1124315H4XL",51.00,5,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=dream-shorts-set"
"Jack Pants","jack-pants","BLACK / S","112283307S",72.00,4,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=jack-pants"
"Jack Pants","jack-pants","BLACK / M","112283307M",72.00,4,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=jack-pants"
"Jack Pants","jack-pants","BLACK / L","112283307L",72.00,4,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=jack-pants"
"James Pants","james-pants","BLACK / S","112283507S",72.00,3,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=james-pants"
"James Pants","james-pants","BLACK / M","112283507M",72.00,3,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=james-pants"
"James Pants","james-pants","BLACK / L","112283507L",72.00,3,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=james-pants"
"Laney Bodysuit","laney-bodysuit","NUDE / M","C12581710A802",56.00,2,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=laney-bodysuit"
"Laney Bodysuit","laney-bodysuit","NUDE / L","C12581710A803",56.00,2,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=laney-bodysuit"
"Laney Bodysuit","laney-bodysuit","NUDE / XL","C12581710A804",56.00,2,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=laney-bodysuit"
"Maddison Skirt","maddison-skirt","BLACK / 38","C125215300738",45.00,2,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=maddison-skirt"
"Maddison Skirt","maddison-skirt","BLACK / 40","C125215300740",45.00,2,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=maddison-skirt"
"Maddison Skirt","maddison-skirt","BLACK / 42","C125215300742",45.00,2,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=maddison-skirt"
"Ronald Pants","ronald-pants","BLACK / S","112280107S",86.00,1,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=ronald-pants"
"Ronald Pants","ronald-pants","BLACK / L","112280107L",86.00,1,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=ronald-pants"
"Ronald Pants","ronald-pants","BLACK / XL","112280107XL",86.00,1,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=ronald-pants"
"Startdust Denim Jacket","startdust-denim-jacket","BLUE WASHED / S","C11111267C201",91.00,1,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=startdust-denim-jacket"
"Startdust Denim Jacket","startdust-denim-jacket","BLUE WASHED / M","C11111267C202",91.00,1,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=startdust-denim-jacket"
"Startdust Denim Jacket","startdust-denim-jacket","BLUE WASHED / L","C11111267C203",91.00,1,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=startdust-denim-jacket"
"TV Shirt","tv-shirt","BLACK / S","112242207S",47.00,1,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=tv-shirt"
"TV Shirt","tv-shirt","BLACK / M","112242207M",47.00,1,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=tv-shirt"
"TV Shirt","tv-shirt","BLACK / XL","112242207XL",47.00,1,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=tv-shirt"
"Womens Long Denim Jeans H","womens-long-denim-jeans-h","BLUE WASHED / S","C12171017C201",77.00,1,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=womens-long-denim-jeans-h"
"Womens Long Denim Jeans H","womens-long-denim-jeans-h","BLUE WASHED / M","C12171017C202",77.00,1,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=womens-long-denim-jeans-h"
"Womens Long Denim Jeans H","womens-long-denim-jeans-h","BLUE WASHED / L","C12171017C203",77.00,1,4,3,75,"https://admin.shopify.com/store/30e7d3/products?query=womens-long-denim-jeans-h"
"Choose Carbon T-Shirt","choose-carbon-t-shirt","PURPLE / S","C111214121401",42.00,16,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=choose-carbon-t-shirt"
"Choose Carbon T-Shirt","choose-carbon-t-shirt","PURPLE / M","C111214121402",42.00,16,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=choose-carbon-t-shirt"
"Choose Carbon T-Shirt","choose-carbon-t-shirt","PURPLE / L","C111214121403",42.00,16,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=choose-carbon-t-shirt"
"Choose Carbon T-Shirt","choose-carbon-t-shirt","WHITE / S","C111214121101",42.00,16,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=choose-carbon-t-shirt"
"Choose Carbon T-Shirt","choose-carbon-t-shirt","WHITE / M","C111214121102",42.00,16,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=choose-carbon-t-shirt"
"Choose Carbon T-Shirt","choose-carbon-t-shirt","WHITE / L","C111214121103",42.00,16,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=choose-carbon-t-shirt"
"Choose Carbon T-Shirt","choose-carbon-t-shirt","BLACK / S","C111214120701",42.00,16,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=choose-carbon-t-shirt"
"Choose Carbon T-Shirt","choose-carbon-t-shirt","BLACK / M","C111214120702",42.00,16,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=choose-carbon-t-shirt"
"Choose Carbon T-Shirt","choose-carbon-t-shirt","BLACK / L","C111214120703",42.00,16,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=choose-carbon-t-shirt"
"Choose Carbon T-Shirt","choose-carbon-t-shirt","BLACK / XL","C111214120704",42.00,16,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=choose-carbon-t-shirt"
"Choose Carbon T-Shirt","choose-carbon-t-shirt","BLACK / XXL","C111214120705",42.00,16,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=choose-carbon-t-shirt"
"Element T-Shirt","element-t-shirt","LIGHT BLUE / S","C111214050901",47.00,19,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=element-t-shirt"
"Element T-Shirt","element-t-shirt","LIGHT BLUE / M","C111214050902",47.00,19,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=element-t-shirt"
"Element T-Shirt","element-t-shirt","LIGHT BLUE / L","C111214050903",47.00,19,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=element-t-shirt"
"Element T-Shirt","element-t-shirt","MINK / S","C11121405B401",47.00,19,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=element-t-shirt"
"Element T-Shirt","element-t-shirt","MINK / M","C11121405B402",47.00,19,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=element-t-shirt"
"Element T-Shirt","element-t-shirt","MINK / L","C11121405B403",47.00,19,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=element-t-shirt"
"Element T-Shirt","element-t-shirt","BLACK / S","C111214050701",47.00,19,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=element-t-shirt"
"Element T-Shirt","element-t-shirt","BLACK / M","C111214050702",47.00,19,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=element-t-shirt"
"Element T-Shirt","element-t-shirt","BLACK / L","C111214050703",47.00,19,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=element-t-shirt"
"Element T-Shirt","element-t-shirt","BLACK / XL","C111214050704",47.00,19,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=element-t-shirt"
"Element T-Shirt","element-t-shirt","BLACK / XXL","C111214050705",47.00,19,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=element-t-shirt"
"Shadow T-Shirt","shadow-t-shirt","MINK / S","C11121426B401",41.00,22,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=shadow-t-shirt"
"Shadow T-Shirt","shadow-t-shirt","MINK / M","C11121426B402",41.00,22,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=shadow-t-shirt"
